"","lambda","par","df","r2","aicc","bic"
"seg718",0.000244549304685649,452,452,0.670129798548891,-14328.053761293,5245.92124937704
"seg719",0.000242305029227818,453,453,0.670271357235612,-14329.2402562053,5254.40047612416
"seg720",0.000240081349912501,453,453,0.670424565860225,-14332.9583251871,5253.8507013409
"seg721",0.00023787807772498,452,452,0.67057594901115,-14338.8811095664,5244.32028027813
"seg722",0.000235695025385166,453,453,0.670725530312716,-14340.2671698068,5252.77071862415
"seg723",0.000233532007331671,453,453,0.670861588147702,-14343.5734924074,5252.28248784126
"seg724",0.000231388839706042,453,453,0.671008868719713,-14347.1540780476,5251.75398531889
"seg725",0.000229265340337129,454,454,0.671142728974968,-14348.1618750935,5260.26083716546
"seg726",0.000227161328725601,454,454,0.671287392930279,-14351.6818406507,5259.74172412677
"seg727",0.000225076626028604,456,456,0.671430476925779,-14350.6672712744,5277.20267426702
"seg728",0.000223011055044558,458,458,0.671560707028448,-14349.3387369397,5294.70974939642
"seg729",0.000220964440198098,459,459,0.671678878025495,-14349.9667234892,5303.27290067491
"seg730",0.000218936607525143,459,459,0.671797042205051,-14352.8464760399,5302.84887959666
"seg731",0.000216927384658119,460,460,0.671915117126876,-14353.4735961868,5311.41237563207
"seg732",0.000214936600811298,462,462,0.672044433264297,-14352.1226756498,5328.92273044005
"seg733",0.000212964086766287,466,466,0.672172867707679,-14346.2395285435,5364.41064276575
"seg734",0.00021100967485764,468,468,0.672300665605033,-14344.8468439938,5381.92644563585
"seg735",0.000209073198958613,468,468,0.672427901364931,-14347.9536056827,5381.46987204217
"seg736",0.000207154494467034,471,471,0.672554477172421,-14344.2730183039,5407.97725708782
"seg737",0.000205253398291319,471,471,0.672691415533153,-14347.6193337821,5407.48586662085
"seg738",0.000203369748836606,471,471,0.672826783379048,-14350.928647443,5407.00011179911
"seg739",0.000201503385991021,475,475,0.672949636538417,-14344.8948913602,5442.50805203913
"seg740",0.000199654151112064,476,476,0.673071830846292,-14345.6233732253,5451.05676604398
"seg741",0.00019782188701313,477,477,0.673182610166605,-14346.0729448304,5459.64644166132
"seg742",0.000196006437950145,478,478,0.673293286164903,-14346.5203041521,5468.23648804002
"seg743",0.000194207649608327,478,478,0.673403779385407,-14349.2263865094,5467.83999347904
"seg744",0.000192425369089071,477,477,0.673514109690763,-14354.1916746807,5458.45688670312
"seg745",0.000190659444896951,480,480,0.673624107182202,-14350.0987849268,5485.02376148139
"seg746",0.000188909726926844,482,482,0.673722996627989,-14347.9943140896,5502.64329961924
"seg747",0.000187176066451169,483,483,0.67382203808152,-14348.1577915622,5511.27509547088
"seg748",0.000185458316107247,484,484,0.673921107593315,-14348.3220921319,5519.90679063808
"seg749",0.000183756329884775,484,484,0.67402012477196,-14350.7517425701,5519.55147677721
"seg750",0.000182069963113414,485,485,0.674119017348784,-14350.9125734479,5528.18380685896
"seg751",0.000180399072450491,485,485,0.674217769189477,-14353.3371839377,5527.82944513846
"seg752",0.000178743515868818,485,485,0.674273357960232,-14354.702353886,5527.62997004708
"seg753",0.000177103152644615,484,484,0.674284857266028,-14357.2512861009,5518.60150904585
"seg754",0.000175477843345554,484,484,0.674411888532302,-14360.3719526614,5518.14566925837
"seg755",0.0001738674498189,484,484,0.674503286954886,-14362.6180114174,5517.81769458923
"seg756",0.000172271835179776,485,485,0.67459447477263,-14362.5930244337,5526.47767247647
"seg757",0.000170690863799521,486,486,0.674674276944412,-14362.2880759694,5535.17850668663
"seg758",0.000169124401294164,487,487,0.674765369687763,-14362.2607217277,5543.83882573942
"seg759",0.000167572314513003,488,488,0.674856048601131,-14362.2232091419,5552.50062978229
"seg760",0.000166034471527284,489,489,0.674935272797808,-14361.90380363,5561.20353800192
"seg761",0.000164510741618988,491,491,0.675014503307277,-14359.3143017928,5578.89362038935
"seg762",0.000163000995269721,494,494,0.6750937242776,-14354.4506836437,5605.57093382778
